dataset,i,j,dv,drgb8
leeds,314,331,0.785367,3
leeds,306,334,1.070955,4
leeds,303,336,1.237548,5
leeds,298,337,1.594533,5
leeds,263,296,0.626707,2
leeds,255,304,0.753635,3
leeds,257,300,0.936094,3
leeds,262,297,1.070955,3
leeds,258,299,1.308945,3
leeds,287,274,0.507712,2
leeds,283,278,0.785367,2
leeds,279,284,1.047156,3
leeds,282,280,1.285146,3
leeds,248,266,0.507712,2
leeds,247,267,0.690171,3
leeds,245,268,0.864697,3
leeds,242,277,1.158218,4
leeds,291,265,0.848831,2
leeds,295,261,0.936094,2
leeds,293,264,1.158218,2
leeds,294,260,1.380342,3
leeds,232,253,0.507712,2
leeds,229,256,0.769501,4
leeds,228,273,1.023357,4
leeds,227,275,1.237548,4
leeds,271,250,1.070955,2
leeds,311,270,1.42794,4
leeds,313,249,1.800791,5
leeds,238,290,1.340677,3
leeds,231,307,1.800791,5
leeds,330,321,0.71397,2
leeds,319,259,1.023357,4
leeds,322,254,1.308945,5
leeds,365,373,0.991625,4
leeds,362,372,1.412074,5
leeds,243,292,0.87263,2
leeds,240,302,1.26928,2
leeds,447,462,0.87263,6
leeds,444,465,0.991625,6
leeds,106,114,0.912295,3
leeds,122,140,1.126486,3
leeds,50,79,0.674305,3
leeds,69,82,0.817099,3
leeds,78,88,0.87263,3
leeds,68,87,0.991625,4
leeds,43,81,1.078888,5
leeds,472,480,0.761568,6
leeds,470,476,0.991625,8
leeds,423,426,0.817099,5
leeds,422,428,0.912295,6
leeds,424,431,1.078888,6
leeds,411,417,0.761568,5
leeds,398,409,1.078888,6
leeds,399,413,1.412074,7
leeds,305,333,1.078888,4
leeds,92,96,0.761568,2
leeds,94,100,0.912295,3
leeds,2,5,0.761568,3
leeds,1,6,1.126486,4
leeds,4,9,1.26928,4
leeds,3,12,1.412074,6
leeds,47,62,0.817099,7
leeds,49,52,0.95196,5
leeds,45,59,1.078888,8
leeds,44,55,1.412074,9
leeds,64,57,0.817099,7
leeds,60,56,1.126486,9
leeds,71,54,1.412074,11
leeds,65,66,0.674305,11
leeds,58,72,0.991625,12
leeds,70,74,1.03129,12
leeds,25,20,1.126486,4
leeds,24,19,1.18995,5
leeds,22,23,1.412074,4
leeds,40,34,0.991625,5
leeds,42,35,1.412074,5
leeds,77,86,0.761568,9
leeds,75,84,0.991625,11
leeds,76,85,1.078888,12
leeds,26,18,0.817099,2
leeds,28,16,0.991625,4
leeds,31,17,1.18995,5
leeds,184,196,0.87263,3
leeds,163,205,1.078888,2
leeds,207,214,0.95196,2
leeds,169,209,0.674305,2
leeds,148,176,1.078888,2
leeds,174,210,1.26928,3
leeds,151,197,0.761568,2
leeds,173,220,1.18995,3
leeds,168,206,1.18995,2
leeds,166,213,0.817099,2
leeds,159,201,1.412074,2
leeds,179,195,1.26928,2
leeds,194,199,1.412074,2
leeds,178,218,1.18995,2
leeds,149,211,0.674305,3
rit-dupont,125,131,1.02,4
rit-dupont,120,127,1.02,4
rit-dupont,119,118,1.02,4
rit-dupont,121,124,1.02,4
rit-dupont,128,122,1.02,5
rit-dupont,106,114,1.02,5
rit-dupont,126,130,1.02,2
rit-dupont,108,103,1.02,2
rit-dupont,88,98,1.02,4
rit-dupont,147,158,1.02,2
rit-dupont,153,156,1.02,4
rit-dupont,149,150,1.02,4
rit-dupont,152,157,1.02,5
rit-dupont,154,151,1.02,2
rit-dupont,140,146,1.02,5
rit-dupont,139,143,1.02,2
rit-dupont,138,136,1.02,3
rit-dupont,133,137,1.02,2
rit-dupont,296,304,1.02,3
rit-dupont,291,290,1.02,2
rit-dupont,288,294,1.02,2
rit-dupont,289,286,1.02,2
rit-dupont,283,299,1.02,3
rit-dupont,285,297,1.02,2
rit-dupont,280,276,1.02,2
rit-dupont,282,293,1.02,3
rit-dupont,190,234,1.02,3
rit-dupont,194,238,1.02,3
rit-dupont,195,223,1.02,7
rit-dupont,182,217,1.02,7
rit-dupont,210,212,1.02,3
rit-dupont,209,211,1.02,3
rit-dupont,198,215,1.02,6
rit-dupont,189,213,1.02,6
rit-dupont,196,185,1.02,2
rit-dupont,192,183,1.02,2
rit-dupont,184,230,1.02,6
rit-dupont,181,222,1.02,3
rit-dupont,176,167,1.02,3
rit-dupont,179,225,1.02,3
rit-dupont,382,398,1.02,3
rit-dupont,385,393,1.02,2
rit-dupont,392,394,1.02,3
rit-dupont,383,389,1.02,2
rit-dupont,378,397,1.02,4
rit-dupont,352,356,1.02,3
rit-dupont,359,353,1.02,3
rit-dupont,376,391,1.02,3
rit-dupont,200,239,1.02,3
rit-dupont,191,214,1.02,2
rit-dupont,199,202,1.02,2
rit-dupont,203,221,1.02,3
rit-dupont,208,177,1.02,4
rit-dupont,180,216,1.02,3
rit-dupont,187,218,1.02,2
rit-dupont,172,165,1.02,3
rit-dupont,174,227,1.02,3
rit-dupont,243,248,1.02,3
rit-dupont,220,235,1.02,2
rit-dupont,228,226,1.02,3
rit-dupont,233,242,1.02,3
rit-dupont,237,231,1.02,2
rit-dupont,246,254,1.02,4
rit-dupont,251,253,1.02,2
rit-dupont,247,244,1.02,3
rit-dupont,245,240,1.02,3
rit-dupont,404,420,1.02,4
rit-dupont,413,421,1.02,3
rit-dupont,416,424,1.02,3
rit-dupont,417,430,1.02,4
rit-dupont,407,427,1.02,4
rit-dupont,408,419,1.02,3
rit-dupont,406,403,1.02,3
rit-dupont,410,426,1.02,3
rit-dupont,326,347,1.02,3
rit-dupont,330,337,1.02,2
rit-dupont,328,327,1.02,3
rit-dupont,333,334,1.02,2
rit-dupont,336,335,1.02,2
rit-dupont,342,351,1.02,3
rit-dupont,344,350,1.02,3
rit-dupont,345,331,1.02,3
rit-dupont,341,349,1.02,3
rit-dupont,15,20,1.02,3
rit-dupont,7,12,1.02,2
rit-dupont,8,19,1.02,3
rit-dupont,13,6,1.02,2
rit-dupont,3,11,1.02,2
rit-dupont,316,343,1.02,4
rit-dupont,313,319,1.02,9
rit-dupont,310,312,1.02,6
rit-dupont,311,325,1.02,7
rit-dupont,318,338,1.02,3
rit-dupont,315,308,1.02,4
rit-dupont,317,340,1.02,4
rit-dupont,96,112,1.02,3
rit-dupont,97,99,1.02,2
rit-dupont,92,107,1.02,3
rit-dupont,104,109,1.02,2
rit-dupont,101,89,1.02,3
rit-dupont,91,105,1.02,2
rit-dupont,266,275,1.02,4
rit-dupont,259,260,1.02,6
rit-dupont,267,264,1.02,5
rit-dupont,261,268,1.02,5
rit-dupont,269,272,1.02,2
rit-dupont,271,265,1.02,3
rit-dupont,263,277,1.02,6
rit-dupont,54,61,1.02,3
rit-dupont,37,28,1.02,4
rit-dupont,30,33,1.02,2
rit-dupont,53,60,1.02,4
rit-dupont,51,59,1.02,3
rit-dupont,23,25,1.02,2
rit-dupont,24,32,1.02,2
rit-dupont,373,396,1.02,4
rit-dupont,369,377,1.02,4
rit-dupont,367,366,1.02,4
rit-dupont,368,387,1.02,5
rit-dupont,364,375,1.02,3
rit-dupont,370,360,1.02,4
rit-dupont,372,395,1.02,5
rit-dupont,72,82,1.02,3
rit-dupont,79,80,1.02,3
rit-dupont,71,69,1.02,3
rit-dupont,74,81,1.02,4
rit-dupont,77,84,1.02,2
rit-dupont,68,65,1.02,2
rit-dupont,70,87,1.02,4
rit-dupont,455,463,1.02,4
rit-dupont,464,467,1.02,2
rit-dupont,452,453,1.02,2
rit-dupont,459,466,1.02,4
rit-dupont,461,465,1.02,2
rit-dupont,458,454,1.02,2
rit-dupont,449,456,1.02,5
rit-dupont,125,111,1.02,3
rit-dupont,120,116,1.02,5
rit-dupont,119,123,1.02,5
rit-dupont,121,117,1.02,5
rit-dupont,128,129,1.02,5
rit-dupont,106,100,1.02,7
rit-dupont,126,115,1.02,3
rit-dupont,108,113,1.02,2
rit-dupont,88,78,1.02,3
rit-dupont,147,141,1.02,2
rit-dupont,153,145,1.02,4
rit-dupont,149,148,1.02,4
rit-dupont,152,144,1.02,6
rit-dupont,154,155,1.02,2
rit-dupont,140,134,1.02,6
rit-dupont,139,135,1.02,2
rit-dupont,138,142,1.02,3
rit-dupont,133,132,1.02,2
rit-dupont,296,281,1.02,3
rit-dupont,300,298,1.02,2
rit-dupont,291,292,1.02,3
rit-dupont,288,287,1.02,2
rit-dupont,289,295,1.02,2
rit-dupont,283,274,1.02,4
rit-dupont,285,279,1.02,2
rit-dupont,280,284,1.02,3
rit-dupont,282,273,1.02,2
rit-dupont,190,162,1.02,3
rit-dupont,194,163,1.02,3
rit-dupont,195,171,1.02,7
rit-dupont,182,168,1.02,8
rit-dupont,210,207,1.02,3
rit-dupont,209,206,1.02,3
rit-dupont,198,178,1.02,6
rit-dupont,189,173,1.02,7
rit-dupont,196,204,1.02,2
rit-dupont,192,201,1.02,2
rit-dupont,184,161,1.02,6
rit-dupont,181,164,1.02,2
rit-dupont,176,205,1.02,3
rit-dupont,179,160,1.02,3
rit-dupont,382,371,1.02,3
rit-dupont,385,380,1.02,2
rit-dupont,392,388,1.02,2
rit-dupont,383,379,1.02,3
rit-dupont,378,363,1.02,4
rit-dupont,352,346,1.02,2
rit-dupont,359,362,1.02,3
rit-dupont,376,365,1.02,3
rit-dupont,200,169,1.02,2
rit-dupont,191,175,1.02,2
rit-dupont,199,193,1.02,3
rit-dupont,203,186,1.02,2
rit-dupont,208,232,1.02,5
rit-dupont,180,166,1.02,3
rit-dupont,187,170,1.02,3
rit-dupont,172,188,1.02,2
rit-dupont,174,159,1.02,3
rit-dupont,243,219,1.02,3
rit-dupont,220,197,1.02,3
rit-dupont,228,229,1.02,3
rit-dupont,233,224,1.02,2
rit-dupont,246,236,1.02,4
rit-dupont,247,252,1.02,4
rit-dupont,245,250,1.02,3
rit-dupont,404,399,1.02,4
rit-dupont,413,405,1.02,3
rit-dupont,416,412,1.02,3
rit-dupont,417,409,1.02,3
rit-dupont,418,414,1.02,2
rit-dupont,407,400,1.02,4
rit-dupont,408,401,1.02,2
rit-dupont,406,415,1.02,3
rit-dupont,410,402,1.02,3
rit-dupont,326,314,1.02,2
rit-dupont,330,323,1.02,2
rit-dupont,328,329,1.02,3
rit-dupont,333,332,1.02,2
rit-dupont,336,339,1.02,2
rit-dupont,342,321,1.02,3
rit-dupont,344,324,1.02,3
rit-dupont,345,348,1.02,2
rit-dupont,341,320,1.02,3
rit-dupont,15,2,1.02,3
rit-dupont,10,5,1.02,2
rit-dupont,8,1,1.02,3
rit-dupont,14,9,1.02,2
rit-dupont,13,18,1.02,2
rit-dupont,3,0,1.02,2
rit-dupont,316,303,1.02,4
rit-dupont,313,305,1.02,9
rit-dupont,310,309,1.02,7
rit-dupont,311,302,1.02,7
rit-dupont,318,307,1.02,3
rit-dupont,315,322,1.02,4
rit-dupont,317,306,1.02,4
rit-dupont,96,83,1.02,2
rit-dupont,93,90,1.02,2
rit-dupont,97,95,1.02,3
rit-dupont,92,85,1.02,3
rit-dupont,104,94,1.02,2
rit-dupont,101,110,1.02,3
rit-dupont,91,86,1.02,2
rit-dupont,266,256,1.02,4
rit-dupont,259,258,1.02,8
rit-dupont,267,270,1.02,6
rit-dupont,261,257,1.02,6
rit-dupont,269,262,1.02,3
rit-dupont,271,278,1.02,4
rit-dupont,263,255,1.02,5
rit-dupont,54,38,1.02,3
rit-dupont,37,44,1.02,3
rit-dupont,30,27,1.02,2
rit-dupont,53,34,1.02,3
rit-dupont,51,35,1.02,4
rit-dupont,23,22,1.02,2
rit-dupont,24,21,1.02,3
rit-dupont,373,358,1.02,4
rit-dupont,369,361,1.02,3
rit-dupont,367,374,1.02,4
rit-dupont,368,357,1.02,5
rit-dupont,364,355,1.02,3
rit-dupont,370,381,1.02,4
rit-dupont,372,354,1.02,4
rit-dupont,72,64,1.02,3
rit-dupont,79,75,1.02,3
rit-dupont,71,73,1.02,3
rit-dupont,74,67,1.02,5
rit-dupont,77,66,1.02,3
rit-dupont,68,76,1.02,2
rit-dupont,70,63,1.02,4
rit-dupont,455,448,1.02,4
rit-dupont,464,462,1.02,2
rit-dupont,452,450,1.02,2
rit-dupont,459,451,1.02,4
rit-dupont,461,457,1.02,3
rit-dupont,458,460,1.02,2
rit-dupont,449,442,1.02,5
witt,482,477,0.573097,2
witt,482,487,0.866109,4
witt,482,475,1.133267,6
witt,482,473,1.503841,9
witt,482,471,1.745145,11
witt,482,485,0.633423,2
witt,482,499,1.107413,6
witt,482,496,1.460751,8
witt,482,494,1.646038,9
witt,482,502,1.831325,11
witt,482,506,1.016924,2
witt,482,513,1.236683,2
witt,482,517,1.641729,3
witt,482,521,1.822707,3
witt,482,459,1.443515,2
witt,482,455,1.736527,2
witt,482,447,2.012303,3
witt,482,525,0.909199,3
witt,482,529,1.240992,4
witt,482,533,1.572785,6
witt,482,537,1.960595,7
witt,482,442,0.831637,2
witt,482,438,1.081559,3
witt,482,434,1.447824,5
witt,371,347,0.978143,2
witt,371,370,1.456442,2
witt,371,375,1.495223,2
witt,371,373,1.960595,3
witt,371,391,1.297009,2
witt,371,388,1.572785,3
witt,371,385,1.76669,3
witt,371,405,1.654656,2
witt,371,408,1.986449,2
witt,371,342,1.534004,2
witt,371,337,1.904578,2
witt,371,417,1.180666,2
witt,371,426,1.572785,2
witt,371,430,1.917505,3
witt,371,421,0.642041,2
witt,371,333,0.840255,2
witt,371,329,0.99107,2
witt,371,325,1.258228,2
witt,371,321,1.615875,3
witt,151,149,0.297321,2
witt,151,134,0.417973,5
witt,151,126,0.486917,9
witt,151,123,0.590333,11
witt,151,122,0.745457,14
witt,151,187,0.370574,4
witt,151,191,0.448136,6
witt,151,195,0.616187,8
witt,151,199,0.792856,10
witt,151,181,0.435209,2
witt,151,161,0.555861,2
witt,151,152,0.745457,3
witt,151,158,0.827328,3
witt,151,137,0.327484,2
witt,151,172,0.448136,2
witt,151,146,0.51708,3
witt,151,168,0.685131,4
witt,151,142,0.810092,5
witt,151,205,1.159121,4
witt,151,120,0.999688,3
witt,151,111,1.16343,4
witt,151,110,1.59433,5
witt,271,283,0.486917,2
witt,271,292,0.81871,3
witt,271,298,0.982452,4
witt,271,305,1.146194,5
witt,271,253,0.530007,2
witt,271,246,0.672204,3
witt,271,222,0.956598,4
witt,271,226,1.12034,4
witt,271,274,0.590333,2
witt,271,279,0.642041,2
witt,271,286,0.870418,2
witt,271,297,1.029851,2
witt,271,257,0.525698,2
witt,271,238,0.667895,2
witt,271,243,0.797165,2
witt,271,235,0.952289,3
witt,271,302,0.60326,2
witt,271,308,0.913508,3
witt,271,313,1.029851,4
witt,271,317,1.219447,5
witt,271,229,0.538625,2
witt,271,219,0.827328,3
witt,271,216,1.03416,5
witt,271,212,1.197902,6
witt,54,96,0.361956,2
witt,54,84,0.51708,2
witt,54,98,0.586024,4
witt,54,24,0.379192,3
witt,54,45,0.413664,3
witt,54,20,0.469681,4
witt,54,18,0.611878,4
witt,54,81,0.461063,2
witt,54,88,0.676513,2
witt,54,41,0.405046,2
witt,54,31,0.512771,3
witt,54,36,0.56017,3
witt,54,102,0.814401,3
witt,54,107,0.90489,3
witt,54,15,0.551552,2
witt,54,9,0.702367,3
witt,54,5,0.870418,4
witt,54,2,0.986761,5
witt,476,484,0.805783,4
witt,476,480,0.676513,2
witt,476,467,0.710985,2
witt,476,508,0.719603,2
witt,476,489,0.667895,2
witt,357,343,1.012615,2
witt,357,398,0.844564,2
witt,357,418,0.598951,3
witt,150,165,0.361956,3
witt,150,179,0.310248,2
witt,276,259,0.611878,2
witt,276,264,0.405046,2
witt,276,249,0.564479,2
witt,486,498,1.719291,10
witt,486,504,0.99107,5
witt,486,461,1.271155,4
witt,486,524,1.516768,6
witt,486,450,1.016924,3
witt,346,377,1.439206,3
witt,346,396,1.370262,3
witt,346,350,1.404734,2
witt,346,410,1.219447,3
witt,346,330,1.150503,2
witt,135,188,0.573097,9
witt,135,182,0.461063,7
witt,135,173,0.499844,3
witt,135,206,1.12034,7
witt,135,128,0.706676,5
witt,135,112,1.396116,5
witt,282,252,0.90489,3
witt,282,273,0.64635,2
witt,282,256,0.685131,2
witt,89,23,0.629114,4
witt,474,495,2.150191,14
witt,474,512,1.228065,6
witt,474,457,1.76669,6
witt,474,526,2.227753,9
witt,474,439,1.486605,5
witt,369,390,2.094174,4
witt,369,381,1.538313,2
witt,369,362,1.844252,2
witt,369,416,1.7236,4
witt,369,328,1.473678,2
witt,125,190,0.853182,15
witt,125,160,0.702367,11
witt,125,144,0.594642,6
witt,293,247,1.279773,5
witt,293,281,0.866109,4
witt,293,240,0.969525,4
witt,293,309,0.917817,4
witt,293,220,1.189284,5
witt,95,44,0.706676,5
witt,95,70,0.598951,2
witt,95,39,0.456754,3
witt,95,74,0.439518,2
witt,95,8,0.844564,5
witt,472,493,2.632799,18
witt,472,515,1.908887,10
witt,472,453,2.102792,9
witt,472,532,2.731906,12
witt,472,437,2.059702,7
witt,374,387,2.400113,5
witt,374,404,1.930432,3
witt,374,341,2.064011,3
witt,374,425,1.814089,4
witt,374,324,1.710673,3
witt,124,197,1.193593,19
witt,124,155,0.943671,14
witt,124,171,0.758384,7
witt,124,116,1.503841,8
witt,299,223,1.546931,7
witt,299,287,1.081559,5
witt,299,244,1.240992,5
witt,83,19,0.840255,6
witt,83,79,0.698058,4
witt,83,29,0.607569,3
witt,470,500,2.796541,22
witt,470,519,2.150191,12
witt,470,445,2.447512,11
witt,470,535,3.248986,15
witt,470,432,2.41304,8
witt,372,384,2.805159,6
witt,372,407,2.313933,4
witt,372,336,2.503529,3
witt,372,429,2.490602,6
witt,372,320,2.227753,4
witt,121,198,1.2927,24
witt,121,157,1.03416,17
witt,121,141,0.969525,9
witt,304,224,1.917505,8
witt,304,294,1.24961,7
witt,304,231,1.50815,6
witt,304,315,1.301318,7
witt,304,210,1.883033,10
witt,97,17,1.116031,8
witt,97,87,0.943671,5
witt,97,35,0.650659,5
witt,97,106,0.935053,3
witt,97,1,1.202211,9
witt,483,479,0.762693,2
witt,483,466,0.667895,2
witt,166,139,0.288703,3
witt,497,503,1.262537,5
witt,497,462,1.361644,6
witt,376,394,1.516768,2
witt,189,184,0.495535,2
witt,189,176,0.521389,6
witt,189,131,0.590333,4
witt,189,117,1.361644,7
witt,254,275,0.754075,2
witt,254,258,0.659277,3
witt,254,303,0.870418,4
witt,254,230,0.435209,2
witt,22,66,0.422282,3
witt,22,56,0.616187,3
witt,22,75,0.676513,3
witt,22,13,0.469681,2
witt,389,379,1.878724,2
witt,389,359,1.46506,2
witt,192,163,0.633423,4
witt,192,148,0.624805,9
witt,192,208,1.318554,5
witt,245,278,0.969525,4
witt,245,236,0.805783,4
witt,43,69,0.495535,3
witt,43,38,0.64635,3
witt,492,514,1.827016,8
witt,492,452,2.120028,9
witt,492,530,2.201899,7
witt,492,435,2.473366,11
witt,386,403,2.1545,3
witt,386,340,1.878724,3
witt,386,424,1.956286,3
witt,386,323,1.874415,5
witt,196,153,0.887654,5
witt,196,169,0.956598,12
witt,196,114,1.288391,11
witt,221,284,1.318554,5
witt,221,241,0.99107,4
witt,221,310,1.546931,8
witt,221,213,1.003997,4
witt,21,82,0.551552,4
witt,21,32,0.767002,4
witt,21,103,1.03416,7
witt,21,6,0.844564,3
witt,501,520,2.081247,10
witt,501,446,2.438894,11
witt,383,406,2.296697,3
witt,383,334,2.275152,3
witt,200,159,1.090177,7
witt,200,143,1.060014,15
witt,225,296,1.577094,6
witt,225,234,1.116031,6
witt,16,86,0.749766,3
witt,16,34,0.896272,4
witt,177,136,0.400737,2
witt,505,463,1.641729,3
witt,395,349,1.732218,2
witt,183,174,0.659277,4
witt,183,113,1.365953,5
witt,272,255,0.870418,2
witt,272,300,0.801474,3
witt,272,227,0.741148,2
witt,65,55,0.51708,2
witt,65,73,0.620496,2
witt,65,12,0.512771,2
witt,511,456,2.262225,4
witt,380,361,2.003685,2
witt,162,147,0.883345,5
witt,162,207,1.301318,4
witt,162,129,0.616187,2
witt,280,239,1.072941,3
witt,71,40,0.676513,3
witt,516,454,2.572473,5
witt,402,339,2.219135,4
witt,154,170,1.223756,7
witt,285,242,1.409043,3
witt,285,311,1.197902,4
witt,285,214,1.370262,6
witt,80,30,0.823019,5
witt,80,101,0.982452,3
witt,80,4,0.874727,4
witt,518,443,3.111098,6
witt,409,338,2.658653,4
witt,156,140,1.374571,8
witt,156,204,1.400425,5
witt,295,233,1.620184,5
witt,85,33,1.016924,5
witt,367,420,0.64635,2
witt,263,288,0.465372,2
witt,460,522,1.469369,4
witt,351,412,1.33579,2
witt,351,332,1.193593,2
witt,175,130,0.710985,2
witt,175,115,1.486605,5
witt,458,528,2.081247,6
witt,458,441,1.719291,2
witt,360,415,1.447824,2
witt,360,327,1.521077,2
witt,145,203,1.232374,5
witt,237,307,1.167739,5
witt,237,218,0.909199,2
witt,42,11,0.887654,2
witt,167,201,1.275464,6
witt,444,534,3.167115,10
witt,444,431,2.774996,6
witt,335,428,2.503529,5
witt,335,319,2.232062,3
witt,232,316,1.628802,7
witt,232,211,1.37888,4
witt,37,108,1.038469,5
witt,37,3,1.20652,4
witt,185,132,0.702367,2
witt,185,118,1.309936,4
witt,291,251,0.633423,2
witt,523,449,1.236683,4
witt,411,331,1.503841,3
witt,193,109,1.848561,6
witt,301,228,0.926435,4
witt,76,14,0.848873,3
witt,527,440,1.844252,6
witt,414,326,1.917505,3
witt,202,119,1.900269,7
witt,306,217,1.391807,6
witt,100,10,0.995379,4
witt,531,436,2.365641,9
witt,423,322,2.344096,4
witt,312,215,1.732218,9
witt,104,7,1.469369,7
witt,536,433,3.0163,11
witt,427,318,2.999064,6
witt,314,209,2.055393,11
witt,105,0,1.581403,8
